15.52;313.98216
15.53;313.73454
15.54;313.48692
15.55;313.2393
15.56;312.99168
15.57;312.74406
15.58;312.49644
15.59;312.24882
15.6;312.0012
15.61;299.37258
15.62;299.12496
15.63;298.87734
15.64;298.62972
15.65;298.3821
15.66;298.13448
15.67;297.88686
15.68;297.63924
15.69;297.39162
15.7;297.144
15.71;287.81698
15.72;287.56936
15.73;287.32174
15.74;287.07412
15.75;286.8265
15.76;286.57888
15.77;286.33126
15.78;286.08364
15.79;285.83602
15.8;285.5884
15.81;275.43598
15.82;275.18836
15.83;274.94074
15.84;274.69312
15.85;274.4455
15.86;274.19788
15.87;273.95026
15.88;273.70264
15.89;273.45502
15.9;273.2074
15.91;261.40418
15.92;261.15656
15.93;260.90894
15.94;260.66132
15.95;260.4137
15.96;260.16608
15.97;259.91846
15.98;259.67084
15.99;259.42322
16.0;259.1756
16.01;249.84858
16.02;249.60096
16.03;249.35334
16.04;249.10572
16.05;248.8581
16.06;248.61048
16.07;248.36286
16.08;248.11524
16.09;247.86762
16.1;247.62
16.11;238.29298
16.12;238.04536
16.13;237.79774
16.14;237.55012
16.15;237.3025
16.16;237.05488
16.17;236.80726
16.18;236.55964
16.19;236.31202
16.2;236.0644
16.21;224.26118
16.22;224.01356
16.23;223.76594
16.24;223.51832
16.25;223.2707
16.26;223.02308
16.27;222.77546
16.28;222.52784
16.29;222.28022
16.3;222.0326
16.31;212.70558
16.32;212.45796
16.33;212.21034
16.34;211.96272
16.35;211.7151
16.36;211.46748
16.37;211.21986
16.38;210.97224
16.39;210.72462
16.4;210.477
16.41;201.23252
16.42;201.06744
16.43;200.90236
16.44;200.73728
16.45;200.5722
16.46;200.40712
16.47;200.24204
16.48;200.07696
16.49;199.91188
16.5;199.7468
16.51;188.02612
16.52;187.86104
16.53;187.69596
16.54;187.53088
16.55;187.3658
16.56;187.20072
16.57;187.03564
16.58;186.87056
16.59;186.70548
16.6;186.5404
16.61;177.29592
16.62;177.13084
16.63;176.96576
16.64;176.80068
16.65;176.6356
16.66;176.47052
16.67;176.30544
16.68;176.14036
16.69;175.97528
16.7;175.8102
16.71;166.56572
16.72;166.40064
16.73;166.23556
16.74;166.07048
16.75;165.9054
16.76;165.74032
16.77;165.57524
16.78;165.41016
16.79;165.24508
16.8;165.08
16.81;154.10218
16.82;153.85456
16.83;153.60694
16.84;153.35932
16.85;153.1117
16.86;152.86408
16.87;152.61646
16.88;152.36884
16.89;152.12122
16.9;151.8736
16.91;143.45452
16.92;143.28944
16.93;143.12436
16.94;142.95928
16.95;142.7942
16.96;142.62912
16.97;142.46404
16.98;142.29896
16.99;142.13388
17.0;141.9688
17.01;133.54972
17.02;133.38464
17.03;133.21956
17.04;133.05448
17.05;132.8894
17.06;132.72432
17.07;132.55924
17.08;132.39416
17.09;132.22908
17.1;132.064
17.11;123.64492
17.12;123.47984
17.13;123.31476
17.14;123.14968
17.15;122.9846
17.16;122.81952
17.17;122.65444
17.18;122.48936
17.19;122.32428
17.2;122.1592
17.21;112.08932
17.22;111.92424
17.23;111.75916
17.24;111.59408
17.25;111.429
17.26;111.26392
17.27;111.09884
17.28;110.93376
17.29;110.76868
17.3;110.6036
17.31;103.00992
17.32;102.84484
17.33;102.67976
17.34;102.51468
17.35;102.3496
17.36;102.18452
17.37;102.01944
17.38;101.85436
17.39;101.68928
17.4;101.5242
17.41;93.93052
17.42;93.76544
17.43;93.60036
17.44;93.43528
17.45;93.2702
17.46;93.10512
17.47;92.94004
17.48;92.77496
17.49;92.60988
17.5;92.4448
17.51;83.233336
17.52;83.101272
17.53;82.969208
17.54;82.837144
17.55;82.70508
17.56;82.573016
17.57;82.440952
17.58;82.308888
17.59;82.176824
17.6;82.04476
17.61;75.19394
17.62;75.02886
17.63;74.86378
17.64;74.6987
17.65;74.53362
17.66;74.36854
17.67;74.20346
17.68;74.03838
17.69;73.8733
17.7;73.70822
17.71;67.113274
17.72;66.956448
17.73;66.799622
17.74;66.642796
17.75;66.48597
17.76;66.329144
17.77;66.172318
17.78;66.015492
17.79;65.858666
17.8;65.70184
17.81;57.959588
17.82;57.811016
17.83;57.662444
17.84;57.513872
17.85;57.3653
17.86;57.216728
17.87;57.068156
17.88;56.919584
17.89;56.771012
17.9;56.62244
17.91;50.621782
17.92;50.481464
17.93;50.341146
17.94;50.200828
17.95;50.06051
17.96;49.920192
17.97;49.779874
17.98;49.639556
17.99;49.499238
18.0;43.82874
18.01;43.696676
18.02;43.564612
18.03;43.432548
18.04;43.300484
18.05;43.16842
18.06;43.036356
18.07;42.904292
18.08;42.772228
18.09;42.640164
18.1;36.06998
18.11;35.94617
18.12;35.82236
18.13;35.69855
18.14;35.57474
18.15;35.45093
18.16;35.32712
18.17;35.20331
18.18;35.0795
18.19;34.95569
18.2;29.96202
18.21;29.846464
18.22;29.730908
18.23;29.615352
18.24;29.499796
18.25;29.38424
18.26;29.268684
18.27;29.153128
18.28;29.037572
18.29;28.922016
18.3;24.26676
18.31;24.159458
18.32;24.052156
18.33;23.944854
18.34;23.837552
18.35;23.73025
18.36;23.622948
18.37;23.515646
18.38;23.408344
18.39;23.301042
18.4;17.99372
18.41;17.894672
18.42;17.795624
18.43;17.696576
18.44;17.597528
18.45;17.49848
18.46;17.399432
18.47;17.300384
18.48;17.201336
18.49;17.102288
18.5;13.2064
18.51;13.115606
18.52;13.024812
18.53;12.934018
18.54;12.843224
18.55;12.75243
18.56;12.661636
18.57;12.570842
18.58;12.480048
18.59;12.389254
18.6;8.74924
18.61;8.6592714
18.62;8.5693028
18.63;8.4793342
18.64;8.3893656
18.65;8.299397
18.66;8.2094284
18.67;8.1194598
18.68;8.0294912
18.69;7.9395226
18.7;3.293346
18.71;3.1761392
18.72;3.0589324
18.73;2.9417256
18.74;2.8245188
18.75;2.707312
18.76;2.5901052
18.77;2.4728984
18.78;2.3556916
18.79;2.2384848
18.8;0.0
18.81;0.0
18.82;0.0
18.83;0.0
18.84;0.0
18.85;0.0
18.86;0.0
18.87;0.0
18.88;0.0
18.89;0.0
18.9;0.0
18.91;0.0
18.92;0.0
18.93;0.0
18.94;0.0
18.95;0.0
18.96;0.0
18.97;0.0
18.98;0.0
18.99;0.0
19.0;0.0
19.01;0.0
19.02;0.0
19.03;0.0
19.04;0.0
19.05;0.0
19.06;0.0
19.07;0.0
19.08;0.0
19.09;0.0
19.1;0.0
19.11;0.0
19.12;0.0
19.13;0.0
19.14;0.0
19.15;0.0
19.16;0.0
19.17;0.0
19.18;0.0
19.19;0.0
19.2;0.0
19.21;0.0
19.22;0.0
19.23;0.0
19.24;0.0
19.25;0.0
19.26;0.0
19.27;0.0
19.28;0.0
19.29;0.0
19.3;0.0
19.31;0.0
19.32;0.0
19.33;0.0
19.34;0.0
19.35;0.0
19.36;0.0
19.37;0.0
19.38;0.0
19.39;0.0
19.4;0.0
19.41;0.0
19.42;0.0
19.43;0.0
19.44;0.0
19.45;0.0
19.46;0.0
19.47;0.0
19.48;0.0
19.49;0.0
19.5;0.0
19.51;0.0
19.52;0.0
19.53;0.0
19.54;0.0
19.55;0.0
19.56;0.0
19.57;0.0
19.58;0.0
19.59;0.0
19.6;0.0
19.61;0.0
19.62;0.0
19.63;0.0
19.64;0.0
19.65;0.0
19.66;0.0
19.67;0.0
19.68;0.0
19.69;0.0
19.7;0.0
19.71;0.0
19.72;0.0
19.73;0.0
19.74;0.0
19.75;0.0
19.76;0.0
19.77;0.0
19.78;0.0
19.79;0.0
19.8;0.0
19.81;0.0
19.82;0.0
19.83;0.0
19.84;0.0
19.85;0.0
19.86;0.0
19.87;0.0
19.88;0.0
19.89;0.0
19.9;0.0
19.91;0.0
19.92;0.0
19.93;0.0
19.94;0.0
19.95;0.0
19.96;0.0
19.97;0.0
19.98;0.0
19.99;0.0
